Location.1,Values,Educational Attainment,Year
Decatur County,3.7%,Graduate or professional degree,2021
Decatur County,43.0%,High school graduate (includes equivalency),2021
Decatur County,5.6%,Less than 9th grade,2021
Decatur County,"8,299",Population 25 years and over,2021
Decatur County,8.3%,Associate's degree,2021
Decatur County,84.4%,High school graduate or higher,2021
DeKalb County,12.1%,"9th to 12th grade, no diploma",2021
DeKalb County,13.3%,Bachelor's degree,2021
DeKalb County,"14,200",Population 25 years and over,2021
DeKalb County,16.3%,"Some college, no degree",2021
DeKalb County,39.4%,High school graduate (includes equivalency),2021
DeKalb County,5.4%,Associate's degree,2021
DeKalb County,6.1%,Graduate or professional degree,2021
DeKalb County,7.4%,Less than 9th grade,2021
DeKalb County,80.5%,High school graduate or higher,2021
Dickson County,11.9%,Bachelor's degree,2021
Dickson County,21.1%,"Some college, no degree",2021
Dickson County,3.9%,Less than 9th grade,2021
Dickson County,"37,545",Population 25 years and over,2021
Dickson County,39.7%,High school graduate (includes equivalency),2021
Dickson County,6.7%,Graduate or professional degree,2021
Dickson County,7.9%,Associate's degree,2021
Dickson County,8.9%,"9th to 12th grade, no diploma",2021
Dickson County,87.2%,High school graduate or higher,2021
Dyer County,13.2%,Bachelor's degree,2021
Dyer County,22.2%,"Some college, no degree",2021
Dyer County,"24,951",Population 25 years and over,2021
Dyer County,37.3%,High school graduate (includes equivalency),2021
Dyer County,4.2%,Less than 9th grade,2021
Dyer County,7.1%,Graduate or professional degree,2021
Dyer County,7.9%,"9th to 12th grade, no diploma",2021
Dyer County,8.1%,Associate's degree,2021
Dyer County,87.9%,High school graduate or higher,2021
Fayette County,15.7%,Bachelor's degree,2021
Fayette County,2.8%,Less than 9th grade,2021
Fayette County,23.9%,"Some college, no degree",2021
Fayette County,"31,005",Population 25 years and over,2021
Fayette County,33.6%,High school graduate (includes equivalency),2021
Fayette County,7.9%,"9th to 12th grade, no diploma",2021
Fayette County,7.9%,Graduate or professional degree,2021
Fayette County,8.2%,Associate's degree,2021
Fayette County,89.3%,High school graduate or higher,2021
Fentress County,11.0%,Bachelor's degree,2021
Fentress County,11.2%,Less than 9th grade,2021
Fentress County,"13,201",Population 25 years and over,2021
Fentress County,17.2%,"Some college, no degree",2021
Fentress County,39.7%,High school graduate (includes equivalency),2021
Fentress County,4.9%,Graduate or professional degree,2021
Fentress County,7.4%,Associate's degree,2021
Fentress County,8.5%,"9th to 12th grade, no diploma",2021
Fentress County,80.3%,High school graduate or higher,2021
Franklin County,12.7%,Bachelor's degree,2021
Franklin County,18.2%,"Some college, no degree",2021
Franklin County,"29,084",Population 25 years and over,2021
Franklin County,4.3%,Less than 9th grade,2021
Franklin County,41.3%,High school graduate (includes equivalency),2021
Franklin County,7.1%,"9th to 12th grade, no diploma",2021
Franklin County,7.5%,Associate's degree,2021
Franklin County,88.7%,High school graduate or higher,2021
Franklin County,9.0%,Graduate or professional degree,2021
Gibson County,11.7%,Bachelor's degree,2021
Gibson County,22.7%,"Some college, no degree",2021
Gibson County,"34,266",Population 25 years and over,2021
Gibson County,40.0%,High school graduate (includes equivalency),2021
Gibson County,5.3%,Less than 9th grade,2021
Gibson County,6.2%,Associate's degree,2021
Gibson County,6.5%,Graduate or professional degree,2021
Gibson County,7.6%,"9th to 12th grade, no diploma",2021
Gibson County,87.1%,High school graduate or higher,2021
Giles County,12.0%,Bachelor's degree,2021
Giles County,18.9%,"Some college, no degree",2021
Giles County,"21,250",Population 25 years and over,2021
Giles County,3.8%,Less than 9th grade,2021
Giles County,43.9%,High school graduate (includes equivalency),2021
Giles County,6.3%,Graduate or professional degree,2021
Giles County,6.5%,Associate's degree,2021
Giles County,8.6%,"9th to 12th grade, no diploma",2021
Giles County,87.6%,High school graduate or higher,2021
Grainger County,11.7%,"9th to 12th grade, no diploma",2021
Grainger County,"16,952",Population 25 years and over,2021
Grainger County,18.7%,"Some college, no degree",2021
Grainger County,40.6%,High school graduate (includes equivalency),2021
Grainger County,5.4%,Graduate or professional degree,2021
Grainger County,6.6%,Associate's degree,2021
Grainger County,79.9%,High school graduate or higher,2021
Grainger County,8.3%,Less than 9th grade,2021
Grainger County,8.6%,Bachelor's degree,2021
Greene County,10.7%,Bachelor's degree,2021
Greene County,20.0%,"Some college, no degree",2021
Greene County,41.7%,High school graduate (includes equivalency),2021
Greene County,5.4%,Less than 9th grade,2021
Greene County,"50,635",Population 25 years and over,2021
Greene County,6.3%,Graduate or professional degree,2021
Greene County,6.4%,Associate's degree,2021
Greene County,85.1%,High school graduate or higher,2021
Greene County,9.5%,"9th to 12th grade, no diploma",2021
Grundy County,13.1%,"9th to 12th grade, no diploma",2021
Grundy County,14.6%,"Some college, no degree",2021
Grundy County,41.7%,High school graduate (includes equivalency),2021
Grundy County,7.1%,Associate's degree,2021
Grundy County,7.3%,Graduate or professional degree,2021
Grundy County,7.4%,Bachelor's degree,2021
Grundy County,78.2%,High school graduate or higher,2021
Grundy County,8.7%,Less than 9th grade,2021
Grundy County,"9,511",Population 25 years and over,2021
Hamblen County,12.1%,Bachelor's degree,2021
Hamblen County,19.7%,"Some college, no degree",2021
Hamblen County,38.6%,High school graduate (includes equivalency),2021
Hamblen County,"44,109",Population 25 years and over,2021
Hamblen County,6.0%,Graduate or professional degree,2021
Hamblen County,6.2%,Less than 9th grade,2021
Hamblen County,8.4%,Associate's degree,2021
Hamblen County,84.8%,High school graduate or higher,2021
Hamblen County,9.0%,"9th to 12th grade, no diploma",2021
Hamilton County,12.3%,Graduate or professional degree,2021
Hamilton County,21.8%,Bachelor's degree,2021
Hamilton County,22.3%,"Some college, no degree",2021
Hamilton County,25.1%,High school graduate (includes equivalency),2021
Hamilton County,"256,225",Population 25 years and over,2021
Hamilton County,3.4%,Less than 9th grade,2021
Hamilton County,6.1%,"9th to 12th grade, no diploma",2021
Hamilton County,9.0%,Associate's degree,2021
Hamilton County,90.5%,High school graduate or higher,2021
Hancock County,23.8%,"Some college, no degree",2021
Hancock County,3.4%,Associate's degree,2021
Hancock County,"4,806",Population 25 years and over,2021
Hancock County,4.2%,Bachelor's degree,2021
Hancock County,43.1%,High school graduate (includes equivalency),2021
Hancock County,6.9%,Graduate or professional degree,2021
Hancock County,8.9%,"9th to 12th grade, no diploma",2021
Hancock County,81.3%,High school graduate or higher,2021
Hancock County,9.8%,Less than 9th grade,2021
Hardeman County,12.7%,"9th to 12th grade, no diploma",2021
Hardeman County,"18,491",Population 25 years and over,2021
Hardeman County,21.3%,"Some college, no degree",2021
Hardeman County,4.1%,Graduate or professional degree,2021
Hardeman County,43.5%,High school graduate (includes equivalency),2021
Hardeman County,5.1%,Less than 9th grade,2021
Hardeman County,6.0%,Associate's degree,2021
Hardeman County,7.3%,Bachelor's degree,2021
Hardeman County,82.1%,High school graduate or higher,2021
Hardin County,10.0%,"9th to 12th grade, no diploma",2021
Hardin County,11.4%,Bachelor's degree,2021
Hardin County,17.2%,"Some college, no degree",2021
Hardin County,"19,208",Population 25 years and over,2021
Hardin County,4.8%,Graduate or professional degree,2021
Hardin County,44.5%,High school graduate (includes equivalency),2021
Hardin County,5.6%,Less than 9th grade,2021
Hardin County,6.5%,Associate's degree,2021
Hardin County,84.4%,High school graduate or higher,2021
Hawkins County,11.1%,Bachelor's degree,2021
Hawkins County,20.2%,"Some college, no degree",2021
Hawkins County,"41,361",Population 25 years and over,2021
Hawkins County,42.6%,High school graduate (includes equivalency),2021
Hawkins County,5.1%,Graduate or professional degree,2021
Hawkins County,5.5%,Less than 9th grade,2021
Hawkins County,7.5%,Associate's degree,2021
Hawkins County,7.9%,"9th to 12th grade, no diploma",2021
Hawkins County,86.6%,High school graduate or higher,2021
Haywood County,"12,485",Population 25 years and over,2021
Haywood County,12.5%,"9th to 12th grade, no diploma",2021
Haywood County,18.6%,"Some college, no degree",2021
Haywood County,4.4%,Graduate or professional degree,2021
Haywood County,4.8%,Less than 9th grade,2021
Haywood County,46.8%,High school graduate (includes equivalency),2021
Haywood County,5.6%,Associate's degree,2021
Haywood County,7.4%,Bachelor's degree,2021
Haywood County,82.8%,High school graduate or higher,2021
Henderson County,18.4%,"Some college, no degree",2021
Henderson County,"19,271",Population 25 years and over,2021
Henderson County,4.2%,Graduate or professional degree,2021
Henderson County,4.7%,Less than 9th grade,2021
Henderson County,46.9%,High school graduate (includes equivalency),2021
Henderson County,7.8%,Associate's degree,2021
Henderson County,8.6%,"9th to 12th grade, no diploma",2021
Henderson County,86.7%,High school graduate or higher,2021
Henderson County,9.3%,Bachelor's degree,2021
Henry County,11.5%,Bachelor's degree,2021
Henry County,18.3%,"Some college, no degree",2021
Henry County,"23,444",Population 25 years and over,2021
Henry County,4.4%,Associate's degree,2021
Henry County,44.9%,High school graduate (includes equivalency),2021
Henry County,5.8%,Less than 9th grade,2021
Henry County,6.7%,Graduate or professional degree,2021
Henry County,8.5%,"9th to 12th grade, no diploma",2021
Henry County,85.8%,High school graduate or higher,2021
Hickman County,12.5%,"9th to 12th grade, no diploma",2021
Hickman County,"17,810",Population 25 years and over,2021
Hickman County,18.5%,"Some college, no degree",2021
Hickman County,3.1%,Graduate or professional degree,2021
Hickman County,46.2%,High school graduate (includes equivalency),2021
Hickman County,5.6%,Less than 9th grade,2021
Hickman County,7.0%,Bachelor's degree,2021
Hickman County,7.2%,Associate's degree,2021
Hickman County,81.9%,High school graduate or higher,2021
Houston County,10.7%,"9th to 12th grade, no diploma",2021
Houston County,18.4%,"Some college, no degree",2021
Houston County,4.9%,Graduate or professional degree,2021
Houston County,44.1%,High school graduate (includes equivalency),2021
Houston County,"5,830",Population 25 years and over,2021
Houston County,5.0%,Less than 9th grade,2021
Houston County,8.3%,Bachelor's degree,2021
Houston County,8.6%,Associate's degree,2021
Houston County,84.3%,High school graduate or higher,2021
Humphreys County,"13,342",Population 25 years and over,2021
Humphreys County,16.5%,"Some college, no degree",2021
Humphreys County,4.2%,Less than 9th grade,2021
Humphreys County,47.7%,High school graduate (includes equivalency),2021
Humphreys County,5.9%,Graduate or professional degree,2021
Humphreys County,6.4%,Associate's degree,2021
Humphreys County,86.3%,High school graduate or higher,2021
Humphreys County,9.5%,"9th to 12th grade, no diploma",2021
Humphreys County,9.9%,Bachelor's degree,2021
Jackson County,10.4%,Bachelor's degree,2021
Jackson County,10.6%,"9th to 12th grade, no diploma",2021
Jackson County,16.4%,"Some college, no degree",2021
Jackson County,2.8%,Graduate or professional degree,2021
Jackson County,45.0%,High school graduate (includes equivalency),2021
Jackson County,6.8%,Associate's degree,2021
Jackson County,"8,724",Population 25 years and over,2021
Jackson County,8.0%,Less than 9th grade,2021
Jackson County,81.4%,High school graduate or higher,2021
Jefferson County,12.1%,Bachelor's degree,2021
Jefferson County,22.3%,"Some college, no degree",2021
Jefferson County,36.3%,High school graduate (includes equivalency),2021
Jefferson County,"38,818",Population 25 years and over,2021
Jefferson County,4.8%,Less than 9th grade,2021
Jefferson County,7.1%,Graduate or professional degree,2021
Jefferson County,8.5%,Associate's degree,2021
Jefferson County,8.9%,"9th to 12th grade, no diploma",2021
Jefferson County,86.4%,High school graduate or higher,2021
Johnson County,12.5%,"9th to 12th grade, no diploma",2021
Johnson County,"13,651",Population 25 years and over,2021
Johnson County,19.0%,"Some college, no degree",2021
Johnson County,4.5%,Graduate or professional degree,2021
Johnson County,40.1%,High school graduate (includes equivalency),2021
Johnson County,6.5%,Less than 9th grade,2021
Johnson County,8.3%,Associate's degree,2021
Johnson County,81.0%,High school graduate or higher,2021
Johnson County,9.1%,Bachelor's degree,2021
Knox County,15.3%,Graduate or professional degree,2021
Knox County,19.5%,"Some college, no degree",2021
Knox County,2.6%,Less than 9th grade,2021
Knox County,23.5%,Bachelor's degree,2021
Knox County,25.1%,High school graduate (includes equivalency),2021
Knox County,"319,008",Population 25 years and over,2021
Knox County,5.3%,"9th to 12th grade, no diploma",2021
Knox County,8.8%,Associate's degree,2021
Knox County,92.1%,High school graduate or higher,2021
Lake County,15.5%,"Some college, no degree",2021
Lake County,17.4%,"9th to 12th grade, no diploma",2021
Lake County,3.8%,Associate's degree,2021
Lake County,4.1%,Graduate or professional degree,2021
Lake County,42.8%,High school graduate (includes equivalency),2021
Lake County,"5,443",Population 25 years and over,2021
Lake County,7.5%,Bachelor's degree,2021
