Location.1,Values,Educational Attainment,Year
McNairy County,0.11,"9th to 12th grade, no diploma",2021
McNairy County,0.18,"Some college, no degree",2021
McNairy County,18351.00,Population 25 years and over,2021
McNairy County,0.04,Less than 9th grade,2021
McNairy County,0.48,High school graduate (includes equivalency),2021
McNairy County,0.05,Graduate or professional degree,2021
McNairy County,0.07,Bachelor's degree,2021
McNairy County,0.07,Associate's degree,2021
McNairy County,0.85,High school graduate or higher,2021
Meigs County,0.22,"Some college, no degree",2021
Meigs County,0.04,Graduate or professional degree,2021
Meigs County,0.44,High school graduate (includes equivalency),2021
Meigs County,0.06,Associate's degree,2021
Meigs County,0.07,Less than 9th grade,2021
Meigs County,0.07,Bachelor's degree,2021
Meigs County,0.83,High school graduate or higher,2021
Meigs County,9250.00,Population 25 years and over,2021
Meigs County,0.10,"9th to 12th grade, no diploma",2021
Monroe County,0.10,Bachelor's degree,2021
Monroe County,0.22,"Some college, no degree",2021
Monroe County,32985.00,Population 25 years and over,2021
Monroe County,0.40,High school graduate (includes equivalency),2021
Monroe County,0.05,Graduate or professional degree,2021
Monroe County,0.07,Less than 9th grade,2021
Monroe County,0.08,Associate's degree,2021
Monroe County,0.08,"9th to 12th grade, no diploma",2021
Monroe County,0.85,High school graduate or higher,2021
Montgomery County,0.11,Graduate or professional degree,2021
Montgomery County,0.11,Associate's degree,2021
Montgomery County,134344.00,Population 25 years and over,2021
Montgomery County,0.19,Bachelor's degree,2021
Montgomery County,0.02,Less than 9th grade,2021
Montgomery County,0.25,"Some college, no degree",2021
Montgomery County,0.27,High school graduate (includes equivalency),2021
Montgomery County,0.04,"9th to 12th grade, no diploma",2021
Montgomery County,0.94,High school graduate or higher,2021
Moore County,0.15,"Some college, no degree",2021
Moore County,0.16,Bachelor's degree,2021
Moore County,4716.00,Population 25 years and over,2021
Moore County,0.40,High school graduate (includes equivalency),2021
Moore County,0.05,Less than 9th grade,2021
Moore County,0.07,Graduate or professional degree,2021
Moore County,0.08,"9th to 12th grade, no diploma",2021
Moore County,0.08,Associate's degree,2021
Moore County,0.87,High school graduate or higher,2021
Morgan County,0.13,"9th to 12th grade, no diploma",2021
Morgan County,15389.00,Population 25 years and over,2021
Morgan County,0.18,"Some college, no degree",2021
Morgan County,0.05,Graduate or professional degree,2021
Morgan County,0.46,High school graduate (includes equivalency),2021
Morgan County,0.06,Less than 9th grade,2021
Morgan County,0.07,Associate's degree,2021
Morgan County,0.07,Bachelor's degree,2021
Morgan County,0.81,High school graduate or higher,2021
Obion County,0.10,Bachelor's degree,2021
Obion County,0.11,"9th to 12th grade, no diploma",2021
Obion County,0.17,"Some college, no degree",2021
Obion County,21643.00,Population 25 years and over,2021
Obion County,0.45,High school graduate (includes equivalency),2021
Obion County,0.05,Associate's degree,2021
Obion County,0.05,Graduate or professional degree,2021
Obion County,0.06,Less than 9th grade,2021
Obion County,0.83,High school graduate or higher,2021
Overton County,15797.00,Population 25 years and over,2021
Overton County,0.17,"Some college, no degree",2021
Overton County,0.05,Associate's degree,2021
Overton County,0.47,High school graduate (includes equivalency),2021
Overton County,0.05,Graduate or professional degree,2021
Overton County,0.08,Bachelor's degree,2021
Overton County,0.81,High school graduate or higher,2021
Overton County,0.09,"9th to 12th grade, no diploma",2021
Overton County,0.10,Less than 9th grade,2021
Perry County,0.11,"9th to 12th grade, no diploma",2021
Perry County,0.12,Less than 9th grade,2021
Perry County,0.16,"Some college, no degree",2021
Perry County,0.04,Graduate or professional degree,2021
Perry County,0.45,High school graduate (includes equivalency),2021
Perry County,5775.00,Population 25 years and over,2021
Perry County,0.05,Bachelor's degree,2021
Perry County,0.08,Associate's degree,2021
Perry County,0.78,High school graduate or higher,2021
Pickett County,0.11,Bachelor's degree,2021
Pickett County,0.13,"9th to 12th grade, no diploma",2021
Pickett County,0.18,"Some college, no degree",2021
Pickett County,3797.00,Population 25 years and over,2021
Pickett County,0.38,High school graduate (includes equivalency),2021
Pickett County,0.05,Graduate or professional degree,2021
Pickett County,0.08,Associate's degree,2021
Pickett County,0.08,Less than 9th grade,2021
Pickett County,0.79,High school graduate or higher,2021
Polk County,0.11,Associate's degree,2021
Polk County,12879.00,Population 25 years and over,2021
Polk County,0.21,"Some college, no degree",2021
Polk County,0.36,High school graduate (includes equivalency),2021
Polk County,0.05,Graduate or professional degree,2021
Polk County,0.08,Less than 9th grade,2021
Polk County,0.82,High school graduate or higher,2021
Polk County,0.09,Bachelor's degree,2021
Polk County,0.10,"9th to 12th grade, no diploma",2021
Putnam County,0.10,Graduate or professional degree,2021
Putnam County,0.16,Bachelor's degree,2021
Putnam County,0.21,"Some college, no degree",2021
Putnam County,0.35,High school graduate (includes equivalency),2021
Putnam County,0.05,Less than 9th grade,2021
Putnam County,0.06,Associate's degree,2021
Putnam County,51141.00,Population 25 years and over,2021
Putnam County,0.07,"9th to 12th grade, no diploma",2021
Putnam County,0.89,High school graduate or higher,2021
Rhea County,0.12,Bachelor's degree,2021
Rhea County,0.12,"9th to 12th grade, no diploma",2021
Rhea County,0.20,"Some college, no degree",2021
Rhea County,22284.00,Population 25 years and over,2021
Rhea County,0.39,High school graduate (includes equivalency),2021
Rhea County,0.05,Less than 9th grade,2021
Rhea County,0.06,Graduate or professional degree,2021
Rhea County,0.07,Associate's degree,2021
Rhea County,0.83,High school graduate or higher,2021
Roane County,0.12,Bachelor's degree,2021
Roane County,0.24,"Some college, no degree",2021
Roane County,0.03,Less than 9th grade,2021
Roane County,0.36,High school graduate (includes equivalency),2021
Roane County,39407.00,Population 25 years and over,2021
Roane County,0.06,"9th to 12th grade, no diploma",2021
Roane County,0.09,Associate's degree,2021
Roane County,0.09,Graduate or professional degree,2021
Roane County,0.91,High school graduate or higher,2021
Robertson County,0.15,Bachelor's degree,2021
Robertson County,0.20,"Some college, no degree",2021
Robertson County,0.39,High school graduate (includes equivalency),2021
Robertson County,0.05,Less than 9th grade,2021
Robertson County,49625.00,Population 25 years and over,2021
Robertson County,0.06,Graduate or professional degree,2021
Robertson County,0.08,"9th to 12th grade, no diploma",2021
Robertson County,0.08,Associate's degree,2021
Robertson County,0.88,High school graduate or higher,2021
Rutherford County,0.10,Graduate or professional degree,2021
Rutherford County,0.03,Less than 9th grade,2021
Rutherford County,212334.00,Population 25 years and over,2021
Rutherford County,0.23,"Some college, no degree",2021
Rutherford County,0.23,Bachelor's degree,2021
Rutherford County,0.28,High school graduate (includes equivalency),2021
Rutherford County,0.05,"9th to 12th grade, no diploma",2021
Rutherford County,0.08,Associate's degree,2021
Rutherford County,0.92,High school graduate or higher,2021
Scott County,0.13,"9th to 12th grade, no diploma",2021
Scott County,14874.00,Population 25 years and over,2021
Scott County,0.18,"Some college, no degree",2021
Scott County,0.04,Graduate or professional degree,2021
Scott County,0.46,High school graduate (includes equivalency),2021
Scott County,0.06,Bachelor's degree,2021
Scott County,0.06,Associate's degree,2021
Scott County,0.08,Less than 9th grade,2021
Scott County,0.80,High school graduate or higher,2021
Sequatchie County,0.10,Bachelor's degree,2021
Sequatchie County,11476.00,Population 25 years and over,2021
Sequatchie County,0.13,"9th to 12th grade, no diploma",2021
Sequatchie County,0.20,"Some college, no degree",2021
Sequatchie County,0.40,High school graduate (includes equivalency),2021
Sequatchie County,0.05,Less than 9th grade,2021
Sequatchie County,0.06,Graduate or professional degree,2021
Sequatchie County,0.07,Associate's degree,2021
Sequatchie County,0.82,High school graduate or higher,2021
Sevier County,0.12,Bachelor's degree,2021
Sevier County,0.24,"Some college, no degree",2021
Sevier County,0.35,High school graduate (includes equivalency),2021
Sevier County,0.04,Less than 9th grade,2021
Sevier County,0.07,Graduate or professional degree,2021
Sevier County,70283.00,Population 25 years and over,2021
Sevier County,0.08,Associate's degree,2021
Sevier County,0.87,High school graduate or higher,2021
Sevier County,0.09,"9th to 12th grade, no diploma",2021
Shelby County,0.14,Graduate or professional degree,2021
Shelby County,0.20,Bachelor's degree,2021
Shelby County,0.22,"Some college, no degree",2021
Shelby County,0.28,High school graduate (includes equivalency),2021
Shelby County,0.04,Less than 9th grade,2021
Shelby County,0.06,Associate's degree,2021
Shelby County,610884.00,Population 25 years and over,2021
Shelby County,0.07,"9th to 12th grade, no diploma",2021
Shelby County,0.89,High school graduate or higher,2021
Smith County,0.12,Bachelor's degree,2021
Smith County,13828.00,Population 25 years and over,2021
Smith County,0.20,"Some college, no degree",2021
Smith County,0.04,Less than 9th grade,2021
Smith County,0.43,High school graduate (includes equivalency),2021
Smith County,0.05,Graduate or professional degree,2021
Smith County,0.07,Associate's degree,2021
Smith County,0.09,"9th to 12th grade, no diploma",2021
Smith County,0.87,High school graduate or higher,2021
Stewart County,0.14,Bachelor's degree,2021
Stewart County,0.18,"Some college, no degree",2021
Stewart County,0.04,Less than 9th grade,2021
Stewart County,0.41,High school graduate (includes equivalency),2021
Stewart County,0.07,Graduate or professional degree,2021
Stewart County,0.07,Associate's degree,2021
Stewart County,0.87,High school graduate or higher,2021
Stewart County,9647.00,Population 25 years and over,2021
Stewart County,0.09,"9th to 12th grade, no diploma",2021
Sullivan County,115505.00,Population 25 years and over,2021
Sullivan County,0.17,Bachelor's degree,2021
Sullivan County,0.20,"Some college, no degree",2021
Sullivan County,0.04,Less than 9th grade,2021
Sullivan County,0.33,High school graduate (includes equivalency),2021
Sullivan County,0.08,"9th to 12th grade, no diploma",2021
Sullivan County,0.09,Graduate or professional degree,2021
Sullivan County,0.88,High school graduate or higher,2021
Sullivan County,0.10,Associate's degree,2021
Sumner County,132873.00,Population 25 years and over,2021
Sumner County,0.20,Bachelor's degree,2021
Sumner County,0.23,"Some college, no degree",2021
Sumner County,0.29,High school graduate (includes equivalency),2021
Sumner County,0.03,Less than 9th grade,2021
Sumner County,0.06,"9th to 12th grade, no diploma",2021
Sumner County,0.09,Associate's degree,2021
Sumner County,0.10,Graduate or professional degree,2021
Sumner County,0.91,High school graduate or higher,2021
Tennessee,0.11,Graduate or professional degree,2021
Tennessee,0.18,Bachelor's degree,2021
Tennessee,0.21,"Some college, no degree",2021
Tennessee,0.32,High school graduate (includes equivalency),2021
Tennessee,4708480.00,Population 25 years and over,2021
Tennessee,0.04,Less than 9th grade,2021
Tennessee,0.07,"9th to 12th grade, no diploma",2021
Tennessee,0.08,Associate's degree,2021
Tennessee,0.89,High school graduate or higher,2021
Tipton County,0.12,Bachelor's degree,2021
Tipton County,0.24,"Some college, no degree",2021
Tipton County,0.04,Less than 9th grade,2021
Tipton County,0.36,High school graduate (includes equivalency),2021
Tipton County,40903.00,Population 25 years and over,2021
Tipton County,0.07,Graduate or professional degree,2021
Tipton County,0.08,"9th to 12th grade, no diploma",2021
Tipton County,0.89,High school graduate or higher,2021
Tipton County,0.10,Associate's degree,2021
Trousdale County,0.23,"Some college, no degree",2021
Trousdale County,0.03,Graduate or professional degree,2021
Trousdale County,0.04,Less than 9th grade,2021
Trousdale County,0.46,High school graduate (includes equivalency),2021
Trousdale County,0.06,Bachelor's degree,2021
Trousdale County,7960.00,Population 25 years and over,2021
Trousdale County,0.08,Associate's degree,2021
Trousdale County,0.86,High school graduate or higher,2021
Trousdale County,0.10,"9th to 12th grade, no diploma",2021
