district_number,district,school_number,school_name,street_address_1,city,state,zipcode,phone1,phone2,countyname,year,principal,grades_served
900,Washington County,75,Lamar Elementary,3261  Highway  81 South,Jonesborough,TN,37659,(423) 753-1130,,Washington County,2020,Leslie Lyons,Grades PK-8
900,Washington County,80,Ridgeview Elementary School,252 Sam Jenkins RD,Gray,TN,37615,(423) 788-7340,(423) 788-7340,Washington County,2020,Kelly Harrell,Grades PK-8
900,Washington County,90,South Central Elementary,2955  Highway  107,Chuckey,TN,37641,(423) 753-1135,,Washington County,2020,J.W. McKinney,Grades PK-8
900,Washington County,95,Sulphur Springs Elementary,1518 Gray Station/sulphur Springs RD,Jonesborough,TN,37659,(423) 753-1140,,Washington County,2020,Cathy Humphries,Grades PK-8
900,Washington County,105,University School,1 Alexendra DR,Johnson City,TN,37614,(423) 439-4333,,Washington County,2020,Dr. Troy Knechtel,Grades KG-12
900,Washington County,110,West View School,2847  Old  State Rt 34,Limestone,TN,37681,(423) 753-1175,,Washington County,2020,Dr. Patton Gamble,Grades PK-8
900,Washington County,115,Tennessee Virtual Learning Academy,2002 Indian Ridge RD,Johnson City,TN,37604,(423) 434-4900,,Washington County,2020,James Alexander Gray,Grades 9-12
901,Johnson City,7,Cherokee Elementary,2100  Cherokee  RD,Johnson City,TN,37604,(423) 434-5281,,Washington County,2020,Richard Hutson,Grades PK-4
901,Johnson City,15,Fairmont Elementary,1405  Lester  Harris RD,Johnson City,TN,37601,(423) 434-5275,,Washington County,2020,Carol McGill,Grades PK-4
901,Johnson City,16,Indian Trail Intermediate School,307  Car  Mol DR,Johnson City,TN,37601,(423) 610-6000,,Washington County,2020,James Jacobs,Grades 5-6
901,Johnson City,18,Lake Ridge Elementary,1001 Lake Ridge Square,Johnson City,TN,37601,(423) 610-6030,,Washington County,2020,Renee Wood,Grades PK-4
901,Johnson City,20,Woodland Elementary,2303 Indian Ridge RD,Johnson City,TN,37604,(423) 434-5267,,Washington County,2020,Dr. Karen Reach,Grades PK-4
901,Johnson City,35,Liberty Bell Middle School,718 Morningside DR,Johnson City,TN,37604,(423) 232-2179,,Washington County,2020,Dr. Donna Morgan,Grades 7-8
901,Johnson City,37,Mountain View Elementary,907  King  Springs RD,Johnson City,TN,37601,(423) 434-5260,,Washington County,2020,Melissa Stukes,Grades PK-4
901,Johnson City,40,North Side Elementary,1000  N  Roan ST,Johnson City,TN,37601,(423) 434-5249,,Washington County,2020,Dr. Sharon Pickering,Grades PK-4
901,Johnson City,45,Science Hill High School,1509 John Exum PKWY,Johnson City,TN,37604,(423) 232-2190,,Washington County,2020,Michael Todd Barnett,Grades 9-12
901,Johnson City,55,South Side Elementary,1011 Southwest AVE,Johnson City,TN,37604,(423) 434-5290,,Washington County,2020,Kelley Jones,Grades PK-4
901,Johnson City,65,Towne Acres Elementary,2310  Larkspur  DR,Johnson City,TN,37604,(423) 854-4800,,Washington County,2020,Dr. Josh Simmons,Grades PK-4
901,Johnson City,7001,Little Buccaneers Student Child Care Center,John Robt. Bell DR,Johnson City,TN,37614,(423) 439-7549,,Washington County,2020,Beverly C. Wiginton,Grades PK-PK
910,Wayne County,5,Collinwood Elementary,450 North Trojan BLVD,Collinwood,TN,38450,(931) 724-9118,,Wayne County,2020,Greg Pigg,Grades PK-4
910,Wayne County,10,Collinwood High School,401 North Trojan BLVD,Collinwood,TN,38450,(931) 724-4316,,Wayne County,2020,Brian Crews,Grades 9-12
910,Wayne County,15,Collinwood Middle School,300 4th Avenue North,Collinwood,TN,38450,(931) 724-9510,,Wayne County,2020,Robert Vandiver,Grades 5-8
910,Wayne County,25,Frank Hughes School,P. O. Box A ST,Clifton,TN,38425,(931) 676-3325,,Wayne County,2020,Greg Morris,Grades PK-12
910,Wayne County,35,Wayne County High School,707 S Main ST,Waynesboro,TN,38485,(931) 722-3238,,Wayne County,2020,Ryan Franks,Grades 9-12
910,Wayne County,36,Wayne County Technology Center,703 South Main ST,Waynesboro,TN,38485,(931) 722-5495,,Wayne County,2020,Dr. Beverly Hall,Grades 9-12
910,Wayne County,40,Waynesboro Elementary,115 Helton ST,Waynesboro,TN,38485,(931) 722-5580,,Wayne County,2020,Brad Stooksberry,Grades PK-5
910,Wayne County,45,Waynesboro Middle School,407 South Main ST,Waynesboro,TN,38485,(931) 722-5545,,Wayne County,2020,Jason Morris,Grades 5-8
920,Weakley County,5,Dresden Elementary,759 Linden ST,Dresden,TN,38225,(731) 364-3401,,Weakley County,2020,Melanie Needham,Grades PK-4
920,Weakley County,7,Dresden Middle School,759 Linden ST,Dresden,TN,38225,(731) 364-2407,,Weakley County,2020,David Lewellen,Grades PK-8
920,Weakley County,10,Dresden High School,7150 Highway 22,Dresden,TN,38225,(731) 364-2949,,Weakley County,2020,Chuck West,Grades 9-12
920,Weakley County,15,Gleason School,92-99 State Championship DR,Gleason,TN,38229,(731) 648-5351,,Weakley County,2020,Lee Lawrence,Grades PK-12
920,Weakley County,25,Greenfield School,319 West Main ST,Greenfield,TN,38230,(731) 235-3424,,Weakley County,2020,Don McCurley,Grades PK-12
920,Weakley County,33,Martin Primary,215 South College ST,Martin,TN,38237,(731) 587-9033,,Weakley County,2020,Tracey Bell,Grades PK-2
920,Weakley County,35,Martin Elementary,300 South College ST,Martin,TN,38237,(731) 587-2290,,Weakley County,2020,Terri Stephenson,Grades 3-5
920,Weakley County,40,Westview High School,8161 Highway 45,Martin,TN,38237,(731) 587-4202,,Weakley County,2020,Jeromy Davidson,Grades 9-12
920,Weakley County,45,Martin Middle School,700  Fowler  RD,Martin,TN,38237,(731) 587-2346,,Weakley County,2020,Jon Gardner,Grades 6-8
920,Weakley County,60,Sharon School,254 North Woodlawn DR,Sharon,TN,38255,(731) 456-2672,,Weakley County,2020,Michelle Clements,Grades PK-8
920,Weakley County,65,Weakley County Center For Adult  Continuing Education,8250 Highway 22,Dresden,TN,38225,(731) 364-5481,,Weakley County,2020,Mark Maddox,Grades 9-12
930,White County,10,Bon De Croft Elementary,8095 Crossville HWY,Sparta,TN,38583,(931) 935-2359,,White County,2020,Sara Cope,Grades PK-5
930,White County,15,Cassville Elementary,261 Will Thompson RD,Sparta,TN,38583,(931) 761-2277,,White County,2020,Juli Johnson,Grades PK-5
930,White County,25,Doyle Elementary,174 West Gooseneck RD,Doyle,TN,38559,(931) 657-2287,,White County,2020,Mrs. Brenda Knox,Grades PK-5
930,White County,35,Findlay Elementary,576 Hale ST,Sparta,TN,38583,(931) 738-2412,,White County,2020,Rebecca Ryan,Grades PK-5
930,White County,37,Northfield Elementary School,570 South Bunker Hill  RD,Sparta,TN,38583,(931) 761-7979,,White County,2020,Beth Peek,Grades PK-5
930,White County,40,White County High School,267 Allen DR,Sparta,TN,38583,(931) 836-3214,,White County,2020,Grant Swallows,Grades 9-12
930,White County,50,White Co Middle School,300 Turntable RD,Sparta,TN,38583,(931) 738-9238,,White County,2020,Farrah Griffith,Grades 6-8
930,White County,60,Woodland Park Elementary,88 Panther DR,Sparta,TN,38583,(931) 738-3505,,White County,2020,Lane Ward,Grades PK-5
940,Williamson County,4,Allendale Elementary School,2100 Prescott Way,Spring Hill,TN,37174,(615) 472-5130,(615) 472-5130,Williamson County,2020,Dr. Cindy Davis,Grades KG-5
940,Williamson County,5,Bethesda Elementary,4907  Bethesda  RD,Thompson Station,TN,37179,(615) 472-4200,,Williamson County,2020,Jill Justus,Grades PK-5
940,Williamson County,12,Brentwood High School,5304  Murray  LN,Brentwood,TN,37027,(615) 472-4220,,Williamson County,2020,Mr. Kevin Keidel,Grades 9-12
940,Williamson County,17,Centennial High School,5050  Mallory  LN,Franklin,TN,37067,(615) 472-4270,,Williamson County,2020,Dr. Meghen Sanders,Grades 9-12
940,Williamson County,19,Creekside Elementary School,4239 Glossy Hill RD,Franklin,TN,37064,(615) 472-4000,,Williamson County,2020,Christine Schwartz,Grades KG-5
940,Williamson County,20,College Grove Elementary,6668  Arno-College  Grove,College Grove,TN,37046,(615) 472-4320,,Williamson County,2020,Katherine Lillard,Grades KG-5
940,Williamson County,22,Clovercroft Elementary School,9336 Clovercroft RD,Franklin,TN,37067,(615) 472-5170,(615) 472-5170,Williamson County,2020,Dr. Elizabeth Vest,Grades KG-5
940,Williamson County,23,Chapman's Retreat Elementary,1000 Secluded LN,Spring Hill,TN,37174,(615) 472-4300,,Williamson County,2020,Dr. Caroll Garrett,Grades PK-5
940,Williamson County,27,Edmondson Elementary,851  Edmondson  PIKE,Brentwood,TN,37027,(615) 472-4360,,Williamson County,2020,Trent Satterfield,Grades KG-5
940,Williamson County,28,Crockett Elementary,9019  Crockett  RD,Brentwood,TN,37027,(615) 472-4340,,Williamson County,2020,Bronwyn Rector,Grades PK-5
940,Williamson County,30,Fairview Elementary,2640  Fairview  W BLVD,Fairview,TN,37062,(615) 472-4380,,Williamson County,2020,Dr. Tracy Bullard,Grades PK-5
940,Williamson County,33,Fairview Middle School,7200  Cumberland  DR,Fairview,TN,37062,(615) 472-4430,,Williamson County,2020,Ms. Stacie Batson,Grades 6-8
940,Williamson County,35,Fairview High School,2595  Fairview  W BLVD,Fairview,TN,37062,(615) 472-4400,,Williamson County,2020,Dr. Kurt Jones,Grades 9-12
940,Williamson County,40,Franklin High School,810  Hillsboro  RD,Franklin,TN,37064,(615) 472-4450,,Williamson County,2020,Mrs. Willie Dickerson,Grades 9-12
940,Williamson County,41,Fred J Page Middle School,6262  Arno  RD,Franklin,TN,37064,(615) 472-4760,,Williamson County,2020,Dr. Eric Lifsey,Grades 6-8
940,Williamson County,42,Fred J Page High School,6281  Arno  RD,Franklin,TN,37064,(615) 472-4730,,Williamson County,2020,Shane Pantall,Grades 9-12
940,Williamson County,45,Grassland Elementary,6803  Manley  LN,Brentwood,TN,37027,(615) 472-4480,,Williamson County,2020,Dr. Ann Gordon,Grades KG-5
940,Williamson County,46,Grassland Middle School,2390  Hillsboro  RD,Franklin,TN,37064,(615) 472-4500,,Williamson County,2020,Kevin Dyson,Grades 6-8
940,Williamson County,48,Heritage Elementary,4801  Columbia  PIKE,Thompson Station,TN,37179,(615) 472-4520,,Williamson County,2020,Mrs. Shannon Robertson,Grades KG-5
940,Williamson County,49,Heritage Middle School,4803 Columbia PIKE,Thompson Station,TN,37179,(615) 472-4540,,Williamson County,2020,Dr. Dana Finch,Grades 5-8
940,Williamson County,50,Hillsboro Elementary/ Middle School,5412  Pinewood  RD,Franklin,TN,37064,(615) 472-4560,,Williamson County,2020,Mr. Cameron Gish,Grades KG-8
940,Williamson County,52,Independence High School,1776 Declaration Way,Thompson's Station,TN,37179,(615) 472-4600,,Williamson County,2020,Dr. Niki Patton,Grades 9-12
940,Williamson County,54,Spring Station Middle School,1000 Spring Station DR,Spring Hill,TN,37174,(615) 472-5080,(615) 472-5080,Williamson County,2020,Mrs. Paula Pulliam,Grades 6-8
940,Williamson County,57,Hunters Bend Elementary,2121  Fieldstone  Pkwy,Franklin,TN,37069,(615) 472-4580,,Williamson County,2020,Yolanda Blackburn,Grades PK-5
940,Williamson County,58,Jordan Elementary School,9714 Split Log RD,Brentwood,TN,37027,(615) 472-5270,,Williamson County,2020,Chad Walker,Grades PK-5
940,Williamson County,59,Kenrose Elementary,1702  Raintree  PKWY,Brentwood,TN,37027,(615) 472-4630,,Williamson County,2020,Rebekah Loffi,Grades PK-5
940,Williamson County,60,Lipscomb Elementary,8011  Concord  RD,Brentwood,TN,37027,(615) 472-4650,,Williamson County,2020,Michelle Contich,Grades KG-5
940,Williamson County,61,Longview Elementary School,2929 Commonwealth DR,Spring Hill,TN,37174,(615) 472-5060,,Williamson County,2020,Kathy Ball,Grades PK-5
940,Williamson County,63,Renaissance High School,108 Everbright AVE,Franklin,TN,37064,(615) 472-4670,,Williamson County,2020,Brian Bass,Grades 9-12
940,Williamson County,64,Pearre Creek Elementary School,1811 Townsend BLVD,Franklin,TN,37064,(615) 472-5150,(615) 472-5150,Williamson County,2020,Janet Alexandrow,Grades PK-5
940,Williamson County,65,Nolensville Elementary,2338 Rocky Fork RD,Nolensville,TN,37135,(615) 472-4690,,Williamson County,2020,Amanda Fuller,Grades PK-5
940,Williamson County,66,Nolensville High School,1600 Summerlyn DR,Nolensville,TN,37135,(615) 472-5200,(615) 472-5200,Williamson County,2020,Bill Harlin,Grades 9-12
940,Williamson County,67,Brentwood Middle School,5324  Murray  LN,Brentwood,TN,37027,(615) 472-4250,,Williamson County,2020,Dr. Brandon Barkley,Grades 6-8
940,Williamson County,68,Oak View Elem School,2390  Henpeck  LN,Franklin,TN,37064,(615) 472-4710,,Williamson County,2020,Ms. Amy Stephenson,Grades KG-5
940,Williamson County,71,Mill Creek Elementary School,100 York TRL,Nolensville,TN,37135,(615) 472-5230,(615) 472-5230,Williamson County,2020,Julie Sparrow,Grades KG-5
940,Williamson County,72,Mill Creek Middle School,200 York TRL,Nolensville,TN,37135,(615) 472-5250,,Williamson County,2020,Evan Yates,Grades 6-8
940,Williamson County,74,Ravenwood High School,1724 Wilson PIKE,Brentwood,TN,37027,(615) 472-4800,,Williamson County,2020,Dr. Pam Vaden,Grades 9-12
940,Williamson County,76,Scales Elementary,6430  Murray  LN,Brentwood,TN,37027,(615) 472-4830,,Williamson County,2020,Dr. Melonye Lowe,Grades PK-5
940,Williamson County,77,Sunset Elementary School,100 Sunset TRL,Brentwood,TN,37027,(615) 472-5020,,Williamson County,2020,Karen Caldwell,Grades KG-5
940,Williamson County,78,Sunset Middle School,200 Sunset TRL,Brentwood,TN,37027,(615) 472-5020,,Williamson County,2020,Ms. Amy Maffei,Grades 6-8
940,Williamson County,79,Summit High School,2830 Twin Lakes DR,Spring Hill,TN,37174,(615) 472-5100,(615) 472-5100,Williamson County,2020,Sarah Lamb,Grades 9-12
940,Williamson County,80,Trinity Elementary,4410 Murfreesboro RD,Franklin,TN,37067,(615) 472-4850,,Williamson County,2020,Dr. Lauren Bauer,Grades PK-5
940,Williamson County,81,Thompson's Station Elementary School,2640 Clayton Arnold RD,Thompson's Station,TN,37179,(615) 472-5330,,Williamson County,2020,Robert Bohrer,Grades PK-5
940,Williamson County,82,Thompson's Station Middle School,2638 Clayton Arnold RD,Thompson's Station,TN,37179,(615) 472-5350,,Williamson County,2020,Mr. Jason Loudon,Grades 6-8
940,Williamson County,83,Walnut Grove Elementary,326 Stable RD,Franklin,TN,37069,(615) 472-4870,,Williamson County,2020,Dr. Kate Donnelly,Grades KG-5
940,Williamson County,84,Woodland Middle School,1500  Volunteer  Pkwy,Brentwood,TN,37027,(615) 472-4930,,Williamson County,2020,Dr. Patrick Boyd,Grades 6-12
940,Williamson County,88,Westwood Elementary School,7200 Tiger TRL,Fairview,TN,37062,(615) 472-4890,,Williamson County,2020,Ms. Jill Hunt,Grades PK-5
940,Williamson County,89,Winstead Elementary School,4080 Columbia PIKE,Franklin,TN,37064,(615) 472-4910,,Williamson County,2020,Kathy Wells,Grades PK-5
941,Franklin SSD,5,Johnson Elementary,815  Glass  LN,Franklin,TN,37064,(615) 794-4837,,Williamson County,2020,Tosha Robinson Baugh,Grades PK-4
941,Franklin SSD,10,Franklin Elementary,1501 Figuers DR,Franklin,TN,37064,(615) 794-1187,,Williamson County,2020,Anne Riley,Grades PK-4
941,Franklin SSD,21,Freedom Intermediate,840  Glass  LN,Franklin,TN,37064,(615) 790-4718,,Williamson County,2020,Joel Hoag Ed.D.,Grades 5-6
941,Franklin SSD,22,Freedom Middle School,750  Hwy  96 West,Franklin,TN,37064,(615) 794-0987,,Williamson County,2020,Charles Farmer,Grades 7-8
941,Franklin SSD,25,Liberty Elementary,600  Liberty  PIKE,Franklin,TN,37064,(615) 790-0892,,Williamson County,2020,Amy Patton,Grades PK-4
941,Franklin SSD,30,Moore Elementary,1061  Lewisburg  PIKE,Franklin,TN,37064,(615) 790-4700,,Williamson County,2020,Janet Carroll,Grades PK-4
941,Franklin SSD,35,Poplar Grove K-4,2959 Del Rio PIKE,Franklin,TN,37064,(615) 790-4720,,Williamson County,2020,Alisha Erickson,Grades PK-4
941,Franklin SSD,40,Poplar Grove 5-8,2959 Del Rio PIKE,Franklin,TN,37064,(615) 790-4721,,Williamson County,2020,Christopher Treadway,Grades 5-8
950,Wilson County,5,Carroll Oakland Elementary,4664 Hunters Point PIKE,Lebanon,TN,37087,(615) 444-5208,,Wilson County,2020,Jason Dunn,Grades PK-8
950,Wilson County,10,Gladeville Elementary,8840 Stewarts Ferry PIKE,Gladeville,TN,37071,(615) 444-5694,,Wilson County,2020,Monica Fox,Grades PK-5
950,Wilson County,11,Gladeville Middle School,8275 Stewarts Ferry PIKE,Mt. Juliet,TN,37122,(615) 444-3282,,Wilson County,2020,Bethany Wilson,Grades 5-8
950,Wilson County,15,Springdale Elementary School,5675 Central PIKE,Mt. Juliet,TN,37122,(615) 773-9640,,Wilson County,2020,Christine Miller,Grades PK-5
950,Wilson County,20,Lakeview Elementary School,6211  Saundersville  RD,Mt Juliet,TN,37122,(615) 758-5619,,Wilson County,2020,Tiffany Brown,Grades PK-5
950,Wilson County,25,Lebanon High School,500 Blue Devil BLVD,Lebanon,TN,37087,(615) 444-9610,,Wilson County,2020,M. Scott Walters,Grades 9-12
950,Wilson County,30,Mt. Juliet High School,1875 Golden Bear Gateway,Mt Juliet,TN,37122,(615) 758-5606,,Wilson County,2020,Beverly Sharpe,Grades 9-12
950,Wilson County,32,Mt. Juliet Middle School,3565 N. Mt Juliet RD,Mt. Juliet,TN,37122,(615) 754-6688,,Wilson County,2020,Candis Angle,Grades 6-8
950,Wilson County,33,West Wilson Middle School,935 North Mt. Juliet RD,Mt Juliet,TN,37122,(615) 758-5152,,Wilson County,2020,Elizabeth Mills,Grades 6-8
950,Wilson County,35,Mt. Juliet Elementary,2521 W. Division ST,Mt Juliet,TN,37122,(615) 758-5654,,Wilson County,2020,Michael Hickman,Grades PK-5
950,Wilson County,46,Rutland Elementary,1995 South Rutland RD,Mt Juliet,TN,37122,(615) 754-1800,,Wilson County,2020,Cathy York,Grades PK-5
950,Wilson County,50,Southside Elementary,1224  Murfreesboro  RD,Lebanon,TN,37087,(615) 444-6330,,Wilson County,2020,Carmen Bouldin,Grades PK-8
950,Wilson County,52,Stoner Creek Elementary,1035 North Mt. Juliet RD,Mt Juliet,TN,37122,(615) 754-6300,,Wilson County,2020,Amanda Smith,Grades PK-5
950,Wilson County,55,Tuckers Crossroads Elementary,5905 Trousdale Ferry PIKE,Lebanon,TN,37087,(615) 444-3956,,Wilson County,2020,Anna Raines,Grades PK-8
950,Wilson County,60,Watertown High School,P. O. Box 67 PIKE,Watertown,TN,37184,(615) 237-3434,,Wilson County,2020,Darian Brown,Grades 9-12
950,Wilson County,63,Watertown Elementary,P. O. Box 127 ST,Watertown,TN,37184,(615) 237-3821,,Wilson County,2020,Dr. Donna Shaffer,Grades PK-5
950,Wilson County,65,West Elementary,9315  Lebanon  RD,Mt Juliet,TN,37122,(615) 758-5846,,Wilson County,2020,Chris Plummer,Grades PK-5
950,Wilson County,73,Wilson Central High School,419 Wildcat Way,Lebanon,TN,37090,(615) 453-4600,,Wilson County,2020,Travis Mayfield,Grades 9-12
950,Wilson County,80,W A Wright Elementary,5017 Market Place,Mt Juliet,TN,37122,(615) 754-6200,,Wilson County,2020,Wilma Hawkins,Grades PK-5
950,Wilson County,85,Wilson Co Adult High School,207 Joe Branham DR,Lebanon,TN,37087,(615) 443-7199,,Wilson County,2020,Mary Ashby,Grades 11-12
950,Wilson County,87,Barry Tatum Academy,351 Stumpy LN,Lebanon,TN,37087,(615) 453-3400,,Wilson County,2020,Shaun Caven,Grades 5-12
950,Wilson County,90,Elzie D Patton Elementary School,1003 Woodridge Place,Mt. Juliet,TN,37122,(615) 773-9630,(615) 773-9630,Wilson County,2020,Angela Pulley,Grades PK-5
950,Wilson County,95,Watertown Middle School,515 W. Main ST,Watertown,TN,37184,(615) 237-4000,,Wilson County,2020,Kayla Price,Grades 6-8
951,Lebanon,5,Byars Dowdy Elementary,904 Hickory  Ridge RD,Lebanon,TN,37087,(615) 444-6651,,Wilson County,2020,Becky Siever,Grades PK-5
951,Lebanon,7,Coles Ferry Elementary,511  Coles  Ferry PIKE,Lebanon,TN,37087,(615) 443-1946,,Wilson County,2020,Brian Hutto,Grades PK-5
951,Lebanon,30,Sam Houston Elementary,207  Oakdale  DR,Lebanon,TN,37087,(615) 444-7494,,Wilson County,2020,Beth Allison,Grades PK-5
